sku_id,asin,product_name,category,date,inventory_on_hand,sales_units,revenue,ad_spend,has_buy_box,my_price,competitor_price
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-06,409,88.6786,3103.75,775.94,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-07,408,117.2293,4103.03,1025.76,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-08,408,91.4326,3200.14,800.03,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-09,408,87.3781,3058.23,764.56,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-10,407,91.827,3213.94,803.49,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-11,407,81.7996,2862.99,715.75,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-12,407,118.0125,4130.44,1032.61,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-13,406,87.712,3069.92,767.48,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-14,406,95.2628,3334.2,833.55,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-15,406,107.0947,3748.31,937.08,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-16,406,91.2437,3193.53,798.38,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-17,405,89.1112,3118.89,779.72,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-18,405,100.5401,3518.9,879.73,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-19,405,104.051,3641.78,910.45,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-20,404,120.9796,4234.29,1058.57,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-21,404,120.2896,4210.14,1052.54,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-22,404,91.8026,3213.09,803.27,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-23,403,108.3196,3791.19,947.8,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-24,403,82.5744,2890.1,722.52,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-25,403,100.537,3518.8,879.7,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-26,402,91.9873,3219.56,804.89,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-27,402,104.8157,3668.55,917.14,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-02-28,402,105.9209,3707.23,926.81,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-01,401,107.4895,3762.13,940.53,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-02,401,106.6598,3733.09,933.27,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-03,401,105.3362,3686.77,921.69,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-04,400,105.978,3709.23,927.31,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-05,400,97.6708,3418.48,854.62,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-06,400,109.2507,3823.77,955.94,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-07,400,91.6954,3209.34,802.34,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-08,399,86.8537,3039.88,759.97,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-09,399,101.2957,3545.35,886.34,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-10,399,100.8747,3530.61,882.65,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-11,398,112.7278,3945.47,986.37,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-12,398,112.4085,3934.3,983.58,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-13,398,111.5958,3905.85,976.46,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-14,397,92.9218,3252.26,813.07,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-15,397,117.6283,4116.99,1029.25,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-16,397,117.6781,4118.73,1029.68,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-17,396,107.9811,3779.34,944.84,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-18,396,117.5217,4113.26,1028.32,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-19,396,93.6244,3276.85,819.21,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-20,395,79.6364,2787.27,696.82,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-21,395,96.9923,3394.73,848.68,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-22,395,105.504,3692.64,923.16,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-23,394,111.3401,3896.9,974.23,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-24,394,83.1047,2908.66,727.16,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-25,394,79.7566,2791.48,697.87,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-26,394,100.8016,3528.06,882.01,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-27,393,87.3497,3057.24,764.31,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-28,393,110.9521,3883.32,970.83,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-29,393,90.3828,3163.4,790.85,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-30,392,83.9392,2937.87,734.47,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-03-31,392,90.323,3161.3,790.33,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-01,392,82.1365,2874.78,718.7,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-02,391,83.576,2925.16,731.29,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-03,391,104.4214,3654.75,913.69,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-04,391,115.1007,4028.52,1007.13,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-05,390,107.0554,3746.94,936.74,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-06,390,94.1986,3296.95,824.24,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-07,390,97.0248,3395.87,848.97,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-08,389,114.9455,4023.09,1005.77,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-09,389,92.2444,3228.55,807.14,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-10,389,114.722,4015.27,1003.82,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-11,388,81.5599,2854.6,713.65,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-12,388,98.7723,3457.03,864.26,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-13,388,91.4859,3202.01,800.5,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-14,388,84.8671,2970.35,742.59,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-15,387,110.2872,3860.05,965.01,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-16,387,103.0292,3606.02,901.5,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-17,387,100.4083,3514.29,878.57,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-18,386,107.6525,3767.84,941.96,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-19,386,82.0564,2871.97,717.99,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-20,386,79.7791,2792.27,698.07,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-21,385,85.0528,2976.85,744.21,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-22,385,110.4933,3867.27,966.82,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-23,385,82.6207,2891.72,722.93,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-24,384,76.99,2694.65,673.66,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-25,384,82.3753,2883.14,720.78,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-26,384,86.3745,3023.11,755.78,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-27,383,102.0409,3571.43,892.86,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-28,383,77.1984,2701.94,675.49,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-29,383,85.6747,2998.61,749.65,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-04-30,383,83.1682,2910.89,727.72,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-01,382,104.7885,3667.6,916.9,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-02,382,104.8528,3669.85,917.46,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-03,382,106.0008,3710.03,927.51,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-04,381,80.4087,2814.3,703.58,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-05,381,112.2027,3927.09,981.77,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-06,381,105.9366,3707.78,926.95,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-07,380,95.8933,3356.27,839.07,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-08,380,112.6315,3942.1,985.52,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-09,380,94.122,3294.27,823.57,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-10,379,101.9011,3566.54,891.63,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-11,379,110.2922,3860.23,965.06,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-12,379,78.8068,2758.24,689.56,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-13,378,78.1695,2735.93,683.98,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-14,378,99.5579,3484.53,871.13,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-15,378,87.8432,3074.51,768.63,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-16,377,95.5222,3343.28,835.82,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-17,377,98.2663,3439.32,859.83,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-18,377,101.8152,3563.53,890.88,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-19,377,99.815,3493.53,873.38,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-20,376,102.3621,3582.67,895.67,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-21,376,92.1539,3225.39,806.35,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-22,376,87.8468,3074.64,768.66,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-23,375,90.6648,3173.27,793.32,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-24,375,90.9927,3184.74,796.18,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-25,375,88.9508,3113.28,778.32,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-26,374,109.4146,3829.51,957.38,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-27,374,105.9111,3706.89,926.72,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-28,374,78.3476,2742.17,685.54,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-29,373,104.9858,3674.5,918.62,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-30,373,96.492,3377.22,844.3,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-05-31,373,86.8376,3039.32,759.83,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-01,372,87.6562,3067.97,766.99,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-02,372,102.3436,3582.03,895.51,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-03,372,101.1704,3540.96,885.24,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-04,371,96.6026,3381.09,845.27,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-05,371,95.6859,3349.01,837.25,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-06,371,98.5277,3448.47,862.12,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-07,371,78.119,2734.16,683.54,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-08,370,87.6542,3067.9,766.98,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-09,370,95.2198,3332.69,833.17,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-10,370,105.1569,3680.49,920.12,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-11,369,104.0803,3642.81,910.7,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-12,369,97.5077,3412.77,853.19,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-13,369,107.9822,3779.38,944.85,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-14,368,83.5192,2923.17,730.79,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-15,368,99.4661,3481.31,870.33,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-16,368,86.0377,3011.32,752.83,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-17,367,105.4373,3690.31,922.58,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-18,367,88.128,3084.48,771.12,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-19,367,96.5755,3380.14,845.03,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-20,366,100.6313,3522.1,880.52,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-21,366,88.5985,3100.95,775.24,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-22,366,86.7013,3034.55,758.64,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-23,366,101.4947,3552.31,888.08,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-24,365,76.1405,2664.92,666.23,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-25,365,78.7185,2755.15,688.79,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-26,365,97.4822,3411.88,852.97,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-27,364,96.9598,3393.59,848.4,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-28,364,88.8733,3110.57,777.64,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-29,364,100.1739,3506.09,876.52,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-06-30,363,88.2788,3089.76,772.44,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-01,363,97.225,3402.88,850.72,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-02,363,96.7289,3385.51,846.38,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-03,362,86.7936,3037.78,759.45,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-04,362,72.6863,2544.02,636.0,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-05,362,79.9859,2799.51,699.88,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-06,361,81.5167,2853.08,713.27,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-07,361,72.4981,2537.43,634.36,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-08,361,78.4947,2747.31,686.83,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-09,360,97.4579,3411.03,852.76,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-10,360,102.0433,3571.52,892.88,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-11,360,74.5605,2609.62,652.4,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-12,360,73.4249,2569.87,642.47,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-13,359,104.9296,3672.54,918.13,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-14,359,92.4414,3235.45,808.86,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-15,359,97.1559,3400.46,850.12,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-16,358,75.7782,2652.24,663.06,true,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-17,358,83.2139,2912.49,728.12,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-18,358,93.632,3277.12,819.28,false,35.0,30.0
GHI-003,B0GHI00300,Yoga Mat Premium,Sports,2026-07-19,357,104.3278,3651.47,912.87,true,35.0,30.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-01,168,63.7164,1274.33,318.58,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-02,168,57.9472,1158.94,289.74,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-03,168,53.5847,1071.69,267.92,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-04,168,52.2872,1045.74,261.44,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-05,167,48.4205,968.41,242.1,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-06,167,47.1766,943.53,235.88,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-07,167,64.7998,1296.0,324.0,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-08,167,60.7726,1215.45,303.86,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-09,167,62.6785,1253.57,313.39,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-10,167,47.7558,955.12,238.78,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-11,167,57.8565,1157.13,289.28,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-12,167,58.9927,1179.85,294.96,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-13,166,61.5528,1231.06,307.76,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-14,166,61.098,1221.96,305.49,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-15,166,54.2795,1085.59,271.4,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-16,166,56.7984,1135.97,283.99,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-17,166,58.0838,1161.68,290.42,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-18,166,58.0993,1161.99,290.5,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-19,166,45.7042,914.08,228.52,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-20,166,50.8481,1016.96,254.24,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-21,165,45.3674,907.35,226.84,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-22,165,50.938,1018.76,254.69,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-23,165,45.3141,906.28,226.57,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-24,165,45.7163,914.33,228.58,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-25,165,62.8073,1256.15,314.04,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-26,165,55.1054,1102.11,275.53,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-27,165,56.101,1122.02,280.5,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-28,165,63.5541,1271.08,317.77,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-29,164,61.6181,1232.36,308.09,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-30,164,50.8712,1017.42,254.35,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-01-31,164,47.0953,941.91,235.48,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-01,164,46.0229,920.46,230.12,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-02,164,51.2332,1024.66,256.17,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-03,164,54.7134,1094.27,273.57,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-04,164,49.0655,981.31,245.33,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-05,164,53.2087,1064.17,266.04,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-06,163,47.0503,941.01,235.25,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-07,163,49.7178,994.36,248.59,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-08,163,50.8866,1017.73,254.43,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-09,163,60.6512,1213.02,303.25,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-10,163,44.8881,897.76,224.44,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-11,163,58.1508,1163.02,290.75,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-12,163,59.0898,1181.8,295.45,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-13,163,63.0025,1260.05,315.01,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-14,162,50.5425,1010.85,252.71,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-15,162,46.3491,926.98,231.75,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-16,162,64.183,1283.66,320.92,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-17,162,51.6912,1033.82,258.45,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-18,162,63.442,1268.84,317.21,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-19,162,51.2811,1025.62,256.4,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-20,162,60.6523,1213.05,303.26,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-21,162,60.9448,1218.9,304.73,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-22,161,57.8073,1156.15,289.04,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-23,161,56.9149,1138.3,284.57,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-24,161,50.7623,1015.25,253.81,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-25,161,46.8233,936.47,234.12,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-26,161,63.2546,1265.09,316.27,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-27,161,47.7424,954.85,238.71,false,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-02-28,161,44.5045,890.09,222.52,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-03-01,161,44.9829,899.66,224.91,true,20.0,20.0
JKL-004,B0JKL00400,Stainless Steel Bottle,Home,2026-03-02,160,60.6489,1212.98,303.25,true,20.0,20.0
